danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.417,0.408,1,-11.596,0,0.0591,0.537,0.0,0.102,0.223,85.905,audio_features,2AmkXQo5K4bedHEZGfWzlV,spotify:track:2AmkXQo5K4bedHEZGfWzlV,https://api.spotify.com/v1/tracks/2AmkXQo5K4bedHEZGfWzlV,https://api.spotify.com/v1/audio-analysis/2AmkXQo5K4bedHEZGfWzlV,256500,4
0.73,0.658,8,-11.942,1,0.0463,0.234,0.00052,0.11,0.748,101.999,audio_features,104JzdPHJF24tmJruWVgZR,spotify:track:104JzdPHJF24tmJruWVgZR,https://api.spotify.com/v1/tracks/104JzdPHJF24tmJruWVgZR,https://api.spotify.com/v1/audio-analysis/104JzdPHJF24tmJruWVgZR,212867,4
0.367,0.279,0,-13.787,0,0.0373,0.763,0.000136,0.122,0.229,103.329,audio_features,7t41hD2e2y8PRQ1NPAoje3,spotify:track:7t41hD2e2y8PRQ1NPAoje3,https://api.spotify.com/v1/tracks/7t41hD2e2y8PRQ1NPAoje3,https://api.spotify.com/v1/audio-analysis/7t41hD2e2y8PRQ1NPAoje3,204810,4
0.539,0.256,4,-17.688,1,0.0359,0.53,0.00187,0.0885,0.15,96.146,audio_features,5WwwqOnlmpiFyAdvtPArKS,spotify:track:5WwwqOnlmpiFyAdvtPArKS,https://api.spotify.com/v1/tracks/5WwwqOnlmpiFyAdvtPArKS,https://api.spotify.com/v1/audio-analysis/5WwwqOnlmpiFyAdvtPArKS,199800,3
0.503,0.167,6,-16.93,1,0.0362,0.915,0.00038,0.133,0.371,148.282,audio_features,24R9ORTAz63idq5DyURG6f,spotify:track:24R9ORTAz63idq5DyURG6f,https://api.spotify.com/v1/tracks/24R9ORTAz63idq5DyURG6f,https://api.spotify.com/v1/audio-analysis/24R9ORTAz63idq5DyURG6f,163893,4
0.638,0.337,7,-11.666,1,0.0481,0.851,0.0,0.0804,0.402,149.999,audio_features,0kmm2zTSQZoNuNd1lZ0Sbl,spotify:track:0kmm2zTSQZoNuNd1lZ0Sbl,https://api.spotify.com/v1/tracks/0kmm2zTSQZoNuNd1lZ0Sbl,https://api.spotify.com/v1/audio-analysis/0kmm2zTSQZoNuNd1lZ0Sbl,233085,4
0.557,0.364,2,-12.141,1,0.0294,0.794,0.7,0.31,0.293,101.985,audio_features,0Pj6KjqwmJNdIOttPShZC9,spotify:track:0Pj6KjqwmJNdIOttPShZC9,https://api.spotify.com/v1/tracks/0Pj6KjqwmJNdIOttPShZC9,https://api.spotify.com/v1/audio-analysis/0Pj6KjqwmJNdIOttPShZC9,247749,4
0.258,0.29,11,-14.464,1,0.0298,0.933,0.0786,0.0727,0.0911,158.156,audio_features,5Kdg1xQa6pQACBTxRa2faR,spotify:track:5Kdg1xQa6pQACBTxRa2faR,https://api.spotify.com/v1/tracks/5Kdg1xQa6pQACBTxRa2faR,https://api.spotify.com/v1/audio-analysis/5Kdg1xQa6pQACBTxRa2faR,295486,4
0.592,0.533,4,-9.749,1,0.0339,0.618,0.0117,0.0588,0.205,96.363,audio_features,6OuSN6Fpxxy7gzP07esjru,spotify:track:6OuSN6Fpxxy7gzP07esjru,https://api.spotify.com/v1/tracks/6OuSN6Fpxxy7gzP07esjru,https://api.spotify.com/v1/audio-analysis/6OuSN6Fpxxy7gzP07esjru,187150,4
0.423,0.299,10,-15.238,1,0.0309,0.84,0.0626,0.108,0.251,93.849,audio_features,2v1FlhDa5ltirXtcPWnAxV,spotify:track:2v1FlhDa5ltirXtcPWnAxV,https://api.spotify.com/v1/tracks/2v1FlhDa5ltirXtcPWnAxV,https://api.spotify.com/v1/audio-analysis/2v1FlhDa5ltirXtcPWnAxV,218104,4
